"","seqnames","start","end","width","strand","fold_change","negative_log10(pvalue)","SYMBOL","annotation","annotation_TSS"
"70","chr12",87546860,87548950,2091,"*",2.90216,4.42426,"Gm8300","Intergenic","enhancer"
"71","chr12",87550080,87559393,9314,"*",2.90216,4.42426,"Gm8300","Intergenic","enhancer"
"72","chr12",87561042,87571070,10029,"*",3.02292,4.76866,"Gm2042","Intergenic","enhancer"
"73","chr12",87572912,87605212,32301,"*",2.85892,5.68145,"Gm2042","Promoter","TSS"
"74","chr12",87606573,87608393,1821,"*",1.98002,2.07899,"Oog1","Exon","Exon"
"75","chr12",87610187,88182321,572135,"*",2.72407,8.38494,"Gm1995","Promoter","TSS"
"76","chr12",88183787,88212182,28396,"*",3.3735,7.7436,"Gm10436","Promoter","TSS"
"77","chr12",88222071,88243995,21925,"*",3.21556,8.22193,"Gm5662","Intergenic","enhancer"
"78","chr12",88286454,88290114,3661,"*",2.50675,3.51621,"Gm7104","Promoter","TSS"
"79","chr12",94514567,94701953,187387,"*",3.14384,5.31164,"Mir8099-1","Intergenic","enhancer"
"80","chr12",113451278,113479816,28539,"*",4.59396,14.28654,"Adam6b","Exon","Exon"
"81","chr12",113590517,113770508,179992,"*",4.97614,21.54619,"Adam6a","Exon","Exon"
"82","chr12",114489509,114518214,28706,"*",2.66142,4.93581,"Mir7094-2","Promoter","TSS"
"83","chr12",114521121,114522797,1677,"*",2.68449,3.93434,"Mir7094-2","Intron","Intron"
"84","chr12",114525887,114528396,2510,"*",2.66017,3.24187,"Mir7094-2","Intron","Intron"
"85","chr12",114674039,114916876,242838,"*",11.97076,71.50568,"Mir7094-2","Exon","Exon"
"86","chr12",114918119,114919257,1139,"*",2.66017,3.24187,"Mir7094-2","Intron","Intron"
"87","chr12",114921185,114930247,9063,"*",2.88413,4.20279,"Mir7094-2","Exon","Exon"
"88","chr12",115067622,115964392,896771,"*",6.40276,60.92268,"Mir6388","Promoter","TSS"
"89","chr12",115970003,115973713,3711,"*",2.66017,3.24187,"Zfp386","Exon","Exon"
"90","chr12",115976706,115978641,1936,"*",2.53925,2.77035,"Zfp386","Intron","Intron"
"91","chr12",115980626,115982191,1566,"*",2.53925,2.77035,"Zfp386","Exon","Exon"
"92","chr13",29984642,29985984,1343,"*",2.18046,2.6394,"E2f3","Promoter","TSS"
"93","chr13",33565008,33566227,1220,"*",2.52822,3.17074,"Gm6093","Promoter","TSS"
"94","chr13",61300522,61522188,221667,"*",15.53197,117.23974,"Cts7","Promoter","TSS"
"95","chr13",64152883,64153993,1111,"*",2.53471,4.03032,"Zfp367","Promoter","TSS"
"96","chr13",65313135,66866420,1553286,"*",35.99419,631.34729,"Gm10324","Promoter","TSS"
"97","chr13",67454114,67458492,4379,"*",2.76396,3.6966,"Zfp874a","Promoter","TSS"
"98","chr13",67459696,67462292,2597,"*",2.902,4.24314,"Zfp874a","Intergenic","enhancer"
"99","chr13",67468739,67470096,1358,"*",2.53925,2.77035,"Zfp874b","Intergenic","Intergenic"
"100","chr13",67481074,67482965,1892,"*",2.41834,2.31801,"Zfp874b","Promoter","TSS"
"101","chr13",67599122,67724210,125089,"*",7.49684,33.01295,"Zfp729b","Promoter","TSS"
"102","chr13",67935005,67938095,3091,"*",2.53925,2.77035,"BC048507","Intergenic","enhancer"
"103","chr13",67939777,67943909,4133,"*",2.902,4.24314,"BC048507","Intergenic","enhancer"
"104","chr13",67945910,67947580,1671,"*",3.14384,5.31164,"BC048507","Intergenic","enhancer"
"105","chr13",67963898,67967585,3688,"*",3.26475,5.87301,"BC048507","Exon","Exon"
"106","chr13",67969041,68540030,570990,"*",17.65385,129.02452,"Gm8016","Promoter","TSS"
"107","chr13",77431631,77433924,2294,"*",2.902,4.24314,"Fam172a","Intron","Intron"
"108","chr13",77443936,77670771,226836,"*",4.64624,15.44075,"Fam172a","Exon","Exon"
"109","chr13",77672803,77674877,2075,"*",2.53925,2.77035,"Fam172a","Intergenic","enhancer"
"110","chr13",77679716,77681227,1512,"*",2.41834,2.31801,"Fam172a","Intergenic","enhancer"
"111","chr13",77687301,77688655,1355,"*",2.47799,3.01737,"Fam172a","Intergenic","enhancer"
"112","chr13",77693507,77695488,1982,"*",2.32569,2.08425,"Fam172a","Intergenic","enhancer"
"113","chr13",100242209,100243640,1432,"*",2.41834,2.31801,"Naip5","Exon","Exon"
"114","chr13",100254309,100330707,76399,"*",4.71575,13.7267,"Naip6","Promoter","TSS"
"115","chr13",100357059,100359010,1952,"*",2.78109,3.73312,"Naip7","Intergenic","enhancer"
"116","chr13",106078171,106119576,41406,"*",3.02292,4.76866,"Htr1a","Intergenic","enhancer"
"117","chr13",106121237,106309935,188699,"*",1.92529,3.32014,"Ipo11","Exon","Exon"
"118","chr13",106492847,106541362,48516,"*",2.6087,3.40165,"Ipo11","Intergenic","enhancer"
"119","chr13",106545770,106558974,13205,"*",2.78109,3.73312,"Ipo11","Intergenic","enhancer"
"120","chr13",106560500,106562939,2440,"*",2.66017,3.24187,"Ipo11","Intergenic","enhancer"
"121","chr13",106564318,106576321,12004,"*",2.58124,3.46717,"Ipo11","Intergenic","enhancer"
"122","chr13",106577474,106590266,12793,"*",2.902,4.24314,"Ipo11","Intergenic","enhancer"
"123","chr13",106591778,106597705,5928,"*",2.66017,3.24187,"Ipo11","Intergenic","enhancer"
"124","chr13",106598956,106607537,8582,"*",2.62512,3.45054,"Ipo11","Intergenic","enhancer"
"125","chr13",106609043,106616012,6970,"*",2.902,4.24314,"Ipo11","Intergenic","enhancer"
"126","chr13",106617209,106620629,3421,"*",2.902,4.24314,"Ipo11","Intergenic","enhancer"
"127","chr13",106622466,106624366,1901,"*",2.53925,2.77035,"Ipo11","Intergenic","enhancer"
"128","chr13",119596758,119601930,5173,"*",1.40833,12.76906,"Tmem267","Intron","Intron"
"129","chr13",120166311,120194393,28083,"*",3.12864,6.46053,"Gm20767","Intergenic","enhancer"
"130","chr13",120195568,120213708,18141,"*",2.63841,4.70496,"Gm20767","Exon","Exon"
"131","chr13",120214824,120236189,21366,"*",3.80436,9.49161,"AF067061","Exon","Exon"
"132","chr13",120237318,120240298,2981,"*",2.92048,5.73081,"AF067061","Exon","Exon"
"133","chr13",120241824,120245518,3695,"*",2.24576,2.9817,"AF067061","Intergenic","enhancer"
"134","chr13",120252993,120263810,10818,"*",2.81314,5.00333,"AF067061","Promoter","TSS"
"135","chr13",120269538,120272280,2743,"*",2.37474,2.58426,"AF067061","Intergenic","enhancer"
"136","chr14",5476954,5480420,3467,"*",2.66017,3.24187,"Gm3383","Intron","Intron"
"137","chr14",5965004,5966271,1268,"*",2.41834,2.31801,"Gm3383","Intron","Intron"
"138","chr14",5968757,5970207,1451,"*",2.902,4.24314,"Gm3383","Intron","Intron"
"139","chr14",5973436,5975663,2228,"*",2.79083,3.93047,"Gm3383","Intron","Intron"
"140","chr14",5986391,5988356,1966,"*",2.53925,2.77035,"Gm3383","Intron","Intron"
"141","chr14",5992566,5993731,1166,"*",2.53925,2.77035,"Gm3383","Intron","Intron"
"142","chr14",6106375,6116929,10555,"*",2.67454,3.44044,"Gm3383","Promoter","TSS"
"143","chr14",6120799,6122922,2124,"*",2.53925,2.77035,"Gm3383","Intron","Intron"
"144","chr14",6125938,6128243,2306,"*",2.29698,2.12582,"Gm3383","Intron","Intron"
"145","chr14",6130119,6133734,3616,"*",2.66017,3.24187,"Gm3383","Intron","Intron"
"146","chr14",6135718,6138589,2872,"*",2.66017,3.24187,"Gm3383","Intron","Intron"
"147","chr14",6139786,6144079,4294,"*",2.78109,3.73312,"Gm3383","Intron","Intron"
"148","chr14",5913311,5915543,2233,"*",2.41834,2.31801,"Gm3500","Intron","Intron"
"149","chr14",5926572,5927741,1170,"*",2.41834,2.31801,"Gm3500","Intron","Intron"
"150","chr14",6291661,6292943,1283,"*",2.53925,2.77035,"LOC100861615","Intron","Intron"
"151","chr14",6294274,6298379,4106,"*",3.02292,4.76866,"LOC100861615","Intron","Intron"
"152","chr14",6303601,6311894,8294,"*",2.54202,3.48931,"LOC100861615","Intron","Intron"
"153","chr14",6318166,6319818,1653,"*",2.17164,3.12408,"LOC100861615","Intron","Intron"
"154","chr14",6321110,6335350,14241,"*",2.27722,2.76045,"LOC100861615","Intron","Intron"
"155","chr14",6339045,6367332,28288,"*",2.65164,4.44243,"LOC100861615","Exon","Exon"
"156","chr14",6368565,6634685,266121,"*",2.52131,4.54094,"LOC100861615","Promoter","TSS"
"157","chr14",6644886,6697998,53113,"*",2.21126,3.07129,"LOC100861615","Exon","Exon"
"158","chr14",6700214,6770235,70022,"*",2.86761,5.88159,"Gm3636","Promoter","TSS"
"159","chr14",6771685,7134775,363091,"*",2.42374,4.15289,"Gm10406","Promoter","TSS"
"160","chr14",7245542,7251560,6019,"*",2.1236,2.24132,"Gm10406","Intron","Intron"
"161","chr14",7253377,7269049,15673,"*",2.34648,2.62421,"Gm10406","Intron","Intron"
"162","chr14",7270264,7285472,15209,"*",3.14384,5.31164,"Gm10406","Intron","Intron"
"163","chr14",7292855,7295805,2951,"*",2.53925,2.77035,"Gm10406","Intron","Intron"
"164","chr14",7298951,7300090,1140,"*",2.66017,3.24187,"Gm10406","Exon","Exon"
"165","chr14",7316842,7323093,6252,"*",2.66017,3.24187,"Gm10406","Promoter","TSS"
"166","chr14",7135880,7235813,99934,"*",3.25042,6.04251,"Gm3696","Promoter","TSS"
"167","chr14",7237106,7244408,7303,"*",3.02292,4.76866,"Gm3696","Intron","Intron"
"168","chr14",7334204,7335551,1348,"*",2.53925,2.77035,"Gm5797","Promoter","TSS"
"169","chr14",7344620,7350206,5587,"*",3.14384,5.31164,"Gm5797","Intron","Intron"
"170","chr14",7354940,7368284,13345,"*",2.95326,4.93399,"Gm5797","Intron","Intron"
"171","chr14",7369702,7370815,1114,"*",2.37474,2.58426,"Gm5797","Intron","Intron"
"172","chr14",7372345,7378356,6012,"*",2.7345,3.92905,"4930521O11Rik","Exon","Exon"
"173","chr14",7380242,7383722,3481,"*",2.27149,2.17094,"4930521O11Rik","Intron","Intron"
"174","chr14",7387376,7393145,5770,"*",2.7345,3.92905,"4930521O11Rik","Intron","Intron"
"175","chr14",7395204,7406222,11019,"*",2.41048,2.94213,"4930521O11Rik","Exon","Exon"
"176","chr14",7408195,7409755,1561,"*",2.82532,4.20473,"4930521O11Rik","Promoter","TSS"
"177","chr14",7411169,7422470,11302,"*",2.63979,3.94664,"4933406F09Rik","Promoter","TSS"
"178","chr14",7423707,7488793,65087,"*",2.24073,2.84924,"4933406F09Rik","Exon","Exon"
"179","chr14",8119707,8286837,167131,"*",1.9891,9.85008,"Pdhb","Promoter","TSS"
"180","chr14",9135361,9167419,32059,"*",3.38567,6.45149,"4930455B14Rik","Intergenic","enhancer"
"181","chr14",18269814,18270902,1089,"*",2.59551,4.69161,"Rpl15","Promoter","TSS"
"182","chr14",19215157,19217873,2717,"*",2.66017,3.24187,"Ube2e2","Intergenic","enhancer"
"183","chr14",19218964,19410780,191817,"*",6.27555,32.2189,"Gm5458","Exon","Exon"
"184","chr14",19417258,19418823,1566,"*",1.16302,25.53069,"Gm5458","Intergenic","enhancer"
"185","chr14",19423829,19603932,180104,"*",23.33694,193.22289,"Gm5458","Promoter","TSS"
"186","chr14",19615827,19618210,2384,"*",2.902,4.24314,"Gm5458","Intergenic","enhancer"
"187","chr14",40190050,40222685,32636,"*",3.87115,13.15412,"1700109I08Rik","Intergenic","enhancer"
"188","chr14",40463368,40612721,149354,"*",4.353,11.59305,"Sh2d4b","Intergenic","enhancer"
"189","chr14",41506117,41507963,1847,"*",2.53925,2.77035,"Sftpd","Intergenic","enhancer"
"190","chr14",41531104,41534318,3215,"*",2.53925,2.77035,"Sftpd","Intergenic","enhancer"
"191","chr14",41536833,41539365,2533,"*",2.66017,3.24187,"Sftpd","Intergenic","enhancer"
"192","chr14",41540484,41542312,1829,"*",2.53925,2.77035,"Sftpd","Intergenic","enhancer"
"193","chr14",41545016,41548703,3688,"*",2.78109,3.73312,"Sftpd","Intergenic","enhancer"
"194","chr14",41550440,41723116,172677,"*",4.353,11.59305,"Sftpd","Intergenic","enhancer"
"195","chr14",41724869,41771703,46835,"*",3.86934,8.91406,"1700091H14Rik","Intergenic","enhancer"
"196","chr14",41773078,43243852,1470775,"*",6.16676,23.2179,"Gm10377","Promoter","TSS"
"197","chr14",43245270,43247658,2389,"*",2.70451,4.47045,"1700001F09Rik","Intergenic","enhancer"
"198","chr14",43282966,43291859,8894,"*",2.65164,4.44243,"1700001F09Rik","Intron","Intron"
"199","chr14",43354704,43358204,3501,"*",2.10073,2.63892,"1700001F09Rik","Intergenic","enhancer"
"200","chr14",43367412,43368699,1288,"*",2.10439,3.03553,"1700001F09Rik","Intergenic","enhancer"
"201","chr14",43370143,43374079,3937,"*",3.34378,6.54483,"1700001F09Rik","Intergenic","enhancer"
"202","chr14",43375386,43377536,2151,"*",3.14384,5.31164,"1700001F09Rik","Intergenic","enhancer"
"203","chr14",43385773,43386960,1188,"*",2.95792,4.76866,"1700001F09Rik","Intergenic","enhancer"
"204","chr14",43407677,43409355,1679,"*",2.65196,3.37565,"1700001F09Rik","Intergenic","enhancer"
"205","chr14",43418374,43419776,1403,"*",2.66017,3.24187,"1700001F09Rik","Intergenic","enhancer"
"206","chr14",43472208,43475035,2828,"*",2.52361,2.74014,"1700001F09Rik","Intergenic","enhancer"
"207","chr14",43493618,43496010,2393,"*",3.26475,5.87301,"Gm10375","Intergenic","enhancer"
"208","chr14",43498948,43522977,24030,"*",2.31799,3.24187,"Gm10375","Intergenic","enhancer"
"209","chr14",43536649,43549246,12598,"*",3.02292,4.76866,"Gm10375","Intergenic","enhancer"
"210","chr14",43560456,43564084,3629,"*",2.902,4.24314,"Gm10375","Intergenic","enhancer"
"211","chr14",43565784,43568358,2575,"*",2.66017,3.24187,"Gm10375","Intergenic","enhancer"
"212","chr14",43574303,43582614,8312,"*",2.51574,2.99051,"Gm10375","Intergenic","enhancer"
"213","chr14",43593078,43594501,1424,"*",3.14384,5.31164,"Gm10375","Intergenic","enhancer"
"214","chr14",43599837,43600953,1117,"*",2.37618,2.46143,"Gm10375","Intergenic","Intergenic"
"215","chr14",43604171,43605778,1608,"*",2.66017,3.24187,"Gm10375","Promoter","TSS"
"216","chr14",43628417,43630482,2066,"*",2.53925,2.77035,"Gm10375","Intergenic","enhancer"
"217","chr14",43631830,43633251,1422,"*",2.53925,2.77035,"Gm10375","Intergenic","enhancer"
"218","chr14",43635732,43640386,4655,"*",2.902,4.24314,"Gm10375","Intergenic","enhancer"
"219","chr14",43646126,43648835,2710,"*",2.44197,2.51581,"Gm10375","Intergenic","enhancer"
"220","chr14",43650328,43654824,4497,"*",2.53925,2.77035,"Gm10375","Intergenic","enhancer"
"221","chr14",43656316,43658047,1732,"*",2.53925,2.77035,"Gm10375","Intergenic","enhancer"
"222","chr14",43659685,43660834,1150,"*",2.51574,2.99051,"Gm10375","Intergenic","enhancer"
"223","chr14",43678958,43681067,2110,"*",2.66017,3.24187,"Gm10375","Intergenic","enhancer"
"224","chr14",43682553,43684568,2016,"*",2.53925,2.77035,"Gm10375","Intergenic","enhancer"
"225","chr14",43686283,43690284,4002,"*",2.53925,2.77035,"Gm10375","Intergenic","enhancer"
"226","chr14",50593977,50595480,1504,"*",2.66017,3.24187,"Olfr744","Intergenic","enhancer"
"227","chr14",50947835,50956959,9125,"*",3.6275,7.6524,"Pnp2","Promoter","TSS"
"228","chr14",51568060,51711975,143916,"*",1.98123,3.24187,"Gm5800","Exon","Exon"
"229","chr14",51714200,51721235,7036,"*",2.93479,4.87618,"Gm5800","Promoter","TSS"
"230","chr14",51729054,51730500,1447,"*",2.53925,2.77035,"Gm5800","Intergenic","enhancer"
"231","chr14",51737454,51739229,1776,"*",2.66999,3.42761,"Gm5800","Intergenic","enhancer"
"232","chr14",51740410,51742680,2271,"*",2.902,4.24314,"Gm5800","Intergenic","enhancer"
"233","chr14",51744761,51746344,1584,"*",2.66017,3.24187,"Ang4","Intergenic","enhancer"
"234","chr14",51839883,51842053,2171,"*",2.78109,3.73312,"Ear6","Intergenic","enhancer"
"235","chr14",51844660,51845829,1170,"*",2.42288,2.72823,"Ear6","Intergenic","enhancer"
"236","chr14",51848121,51854552,6432,"*",3.26475,5.87301,"Ear7","Promoter","TSS"
"237","chr14",52802354,52804221,1868,"*",2.66017,3.24187,"Olfr1507","Intron","Intron"
"238","chr14",52806796,53719991,913196,"*",11.56836,107.86977,"Olfr1507","Exon","Exon"
"239","chr14",53729625,53731713,2089,"*",2.53925,2.77035,"Dad1","Exon","Exon"
"240","chr14",53735623,53737655,2033,"*",2.53925,2.77035,"Dad1","Intron","Intron"
"241","chr14",95150434,95278300,127867,"*",4.11117,10.22863,"4921530L21Rik","Intergenic","enhancer"
"242","chr14",124423986,124425554,1569,"*",2.53925,2.77035,"Fgf14","Intron","Intron"
"243","chr14",124499360,124503363,4004,"*",2.41834,2.31801,"Fgf14","Intron","Intron"
"244","chr14",124509803,124511568,1766,"*",2.53925,2.77035,"Fgf14","Intron","Intron"
"245","chr14",124516541,124517955,1415,"*",2.66017,3.24187,"Fgf14","Intron","Intron"
"246","chr14",124531395,124533205,1811,"*",2.78109,3.73312,"Fgf14","Intron","Intron"
"247","chr14",124535649,124539460,3812,"*",2.902,4.24314,"Fgf14","Intron","Intron"
"248","chr14",124541117,124542291,1175,"*",2.43782,2.50484,"Fgf14","Intron","Intron"
"249","chr14",124543386,124545298,1913,"*",2.78109,3.73312,"Fgf14","Intron","Intron"
"250","chr14",124546529,124548751,2223,"*",2.69447,3.65786,"Fgf14","Intron","Intron"
"251","chr14",124550099,124566057,15959,"*",3.14384,5.31164,"Fgf14","Intron","Intron"
"252","chr15",8443825,8445243,1419,"*",2.902,4.24314,"Nipbl","Promoter","TSS"
"253","chr15",28648702,28844491,195790,"*",3.26475,5.87301,"Dnah5","Intergenic","enhancer"
"254","chr15",35459460,35584152,124693,"*",16.52598,150.38879,"Mir599","Exon","Exon"
"255","chr15",42749202,42753930,4729,"*",2.84388,4.42426,"Angpt1","Intergenic","enhancer"
"256","chr15",42755912,42758755,2844,"*",2.78109,3.73312,"Angpt1","Intergenic","enhancer"
"257","chr15",42761338,42790385,29048,"*",2.79083,3.93047,"Angpt1","Intergenic","enhancer"
"258","chr15",42791596,42793847,2252,"*",3.02292,4.76866,"Angpt1","Intergenic","enhancer"
"259","chr15",42795128,42806037,10910,"*",2.902,4.24314,"Angpt1","Intergenic","enhancer"
"260","chr15",42807224,42811839,4616,"*",2.78109,3.73312,"Angpt1","Intergenic","enhancer"
"261","chr15",47186696,47233503,46808,"*",11.36618,65.88577,"Csmd3","Intergenic","enhancer"
"262","chr15",74962479,74970018,7540,"*",2.78327,5.39386,"Ly6e","Intergenic","enhancer"
"263","chr15",74972503,75081094,108592,"*",7.58467,38.33612,"Ly6a","Promoter","TSS"
"264","chr15",75091970,75129498,37529,"*",2.75767,5.95163,"Ly6c2","Promoter","TSS"
"265","chr15",75130949,75134609,3661,"*",3.09382,6.14626,"Ly6c2","Exon","Exon"
"266","chr15",75141664,75144055,2392,"*",2.43782,2.50484,"Ly6g","Intergenic","enhancer"
"267","chr15",75148361,75228588,80228,"*",4.13045,11.4366,"Ly6g","Promoter","TSS"
"268","chr15",75229987,75244912,14926,"*",2.63979,3.94664,"Ly6f","Intergenic","enhancer"
"269","chr15",75247777,75251027,3251,"*",2.43792,2.77035,"Ly6f","Intergenic","enhancer"
"270","chr15",75254952,75259930,4979,"*",2.63357,3.63004,"Ly6f","Intergenic","enhancer"
"271","chr15",75261106,75275262,14157,"*",3.02292,4.76866,"Ly6f","Promoter","TSS"
"272","chr15",75276351,75280382,4032,"*",2.7345,3.92905,"Ly6f","Intergenic","enhancer"
"273","chr15",75283795,75287768,3974,"*",2.78109,3.73312,"Ly6f","Intergenic","enhancer"
"274","chr15",75290366,75291880,1515,"*",2.53925,2.77035,"Ly6f","Intergenic","enhancer"
"275","chr15",75293329,75296752,3424,"*",2.78109,3.73312,"Ly6f","Intergenic","enhancer"
"276","chr15",76722393,76723476,1084,"*",3.68699,9.08213,"Lrrc24","Promoter","TSS"
"277","chr15",76816746,76818121,1376,"*",5.19942,16.72606,"Arhgap39","Promoter","TSS"
"278","chr15",96641013,96642855,1843,"*",2.55475,3.38498,"Slc38a1","Promoter","TSS"
"279","chr15",98952182,98953505,1324,"*",2.91623,4.81716,"Tuba1a","Promoter","TSS"
"280","chr15",103753514,103875579,122066,"*",3.95367,9.72137,"Mucl1","Promoter","TSS"
"281","chr15",103877062,103879522,2461,"*",3.34378,6.54483,"Mucl2","Intron","Intron"
"282","chr15",103880909,103887191,6283,"*",3.02292,4.76866,"Mucl2","Intron","Intron"
"283","chr16",3281186,3282418,1233,"*",2.06731,2.23378,"Olfr161","Intergenic","enhancer"
"284","chr16",3284224,3286836,2613,"*",2.17752,2.4153,"Olfr161","Intergenic","enhancer"
