"","seqnames","start","end","width","strand","fold_change","negative_log10(pvalue)","SYMBOL","annotation","annotation_TSS"
"85","chr1",86263115,86264462,"*","Phf23_1_peak_132",3.16263,6.2472,"B3gnt7","Intron","Intron"
"86","chr1",86300455,86305517,"*","Phf23_1_peak_133",6.00836,26.76475,"B3gnt7","Promoter","TSS"
"87","chr1",86357007,86360333,"*","Phf23_1_peak_134",7.33261,38.22403,"Ncl","Promoter","TSS"
"88","chr1",86434640,86435443,"*","Phf23_1_peak_135",4.55599,13.51066,"Tex44","Intergenic","enhancer"
"89","chr1",86441165,86443237,"*","Phf23_1_peak_136",4.11506,15.91813,"Tex44","Intergenic","enhancer"
"90","chr1",86470801,86472319,"*","Phf23_1_peak_137",2.63552,3.72642,"Tex44","Intergenic","enhancer"
"91","chr1",86492008,86492843,"*","Phf23_1_peak_138",3.68597,7.88204,"Ptma","Intergenic","enhancer"
"92","chr1",86500731,86502462,"*","Phf23_1_peak_139",6.39233,26.57292,"Ptma","Intergenic","enhancer"
"93","chr1",86503257,86504913,"*","Phf23_1_peak_140",4.65035,16.09779,"Ptma","Intergenic","enhancer"
"94","chr1",86515741,86516509,"*","Phf23_1_peak_141",2.5284,2.7197,"Ptma","Intergenic","enhancer"
"95","chr1",86522141,86523573,"*","Phf23_1_peak_142",2.62913,3.26753,"Ptma","Intergenic","enhancer"
"96","chr1",86524815,86529932,"*","Phf23_1_peak_143",4.43814,22.06712,"Ptma","Promoter","TSS"
"97","chr1",87213067,87215660,"*","Phf23_1_peak_145",12.87078,72.64205,"Eif4e2","Promoter","TSS"
"98","chr1",87620422,87622027,"*","Phf23_1_peak_146",3.98649,10.1242,"Inpp5d","Promoter","TSS"
"99","chr1",91052420,91054021,"*","Phf23_1_peak_148",4.72991,14.75512,"Lrrfip1","Promoter","TSS"
"100","chr1",91179328,91180343,"*","Phf23_1_peak_149",4.84791,16.85906,"Ramp1","Promoter","TSS"
"101","chr1",91412352,91414526,"*","Phf23_1_peak_153",4.24122,13.867,"Hes6","Promoter","TSS"
"102","chr1",91539858,91541177,"*","Phf23_1_peak_155",3.68116,14.0376,"Asb1","Promoter","TSS"
"103","chr1",92473372,92474243,"*","Phf23_1_peak_156",4.55811,15.41198,"Ndufa10","Promoter","TSS"
"104","chr1",92933887,92935105,"*","Phf23_1_peak_159",5.27105,19.52771,"Capn10","Promoter","TSS"
"105","chr1",93342425,93344170,"*","Phf23_1_peak_160",10.99894,62.51195,"Pask","Promoter","TSS"
"106","chr1",93445034,93445923,"*","Phf23_1_peak_161",6.8376,25.4351,"Hdlbp","Promoter","TSS"
"107","chr1",93478011,93480077,"*","Phf23_1_peak_162",6.56946,23.6685,"Hdlbp","Promoter","TSS"
"108","chr1",93753794,93755609,"*","Phf23_1_peak_163",6.10394,30.52921,"Atg4b","Promoter","TSS"
"109","chr1",93800720,93802576,"*","Phf23_1_peak_164",5.16563,18.76354,"Dtymk","Promoter","TSS"
"110","chr1",95664719,95667518,"*","Phf23_1_peak_171",4.95106,17.59561,"St8sia4","Promoter","TSS"
"111","chr1",97660888,97662251,"*","Phf23_1_peak_172",2.92993,7.61274,"D1Ertd622e","Promoter","TSS"
"112","chr1",97769251,97770580,"*","Phf23_1_peak_173",6.81165,37.3288,"Ppip5k2","Promoter","TSS"
"113","chr1",98095064,98096037,"*","Phf23_1_peak_174",5.63097,17.74633,"Pam","Promoter","TSS"
"114","chr1",105663297,105664796,"*","Phf23_1_peak_175",5.46575,29.02645,"Relch","Promoter","TSS"
"115","chr1",105989777,105992209,"*","Phf23_1_peak_176",7.01031,29.2845,"Zcchc2","Promoter","TSS"
"116","chr1",106171723,106172942,"*","Phf23_1_peak_177",4.42433,10.90949,"Phlpp1","Promoter","TSS"
"117","chr1",106711616,106715780,"*","Phf23_1_peak_178",8.3235,47.61712,"Bcl2","Promoter","TSS"
"118","chr1",106758709,106759646,"*","Phf23_1_peak_179",7.37389,29.09054,"Kdsr","Promoter","TSS"
"119","chr1",118321172,118322233,"*","Phf23_1_peak_181",6.03318,20.22501,"Nifk","Promoter","TSS"
"120","chr1",118388528,118390163,"*","Phf23_1_peak_182",3.6973,13.6248,"Clasp1","Promoter","TSS"
"121","chr1",119504306,119505212,"*","Phf23_1_peak_184",6.08128,23.30487,"Ralb","Promoter","TSS"
"122","chr1",119525041,119527073,"*","Phf23_1_peak_185",5.67309,22.98949,"Tmem185b","Promoter","TSS"
"123","chr1",120120639,120121613,"*","Phf23_1_peak_186",2.63716,6.12367,"Dbi","Promoter","TSS"
"124","chr1",125433909,125437249,"*","Phf23_1_peak_188",5.79815,23.48038,"Actr3","Promoter","TSS"
"125","chr1",125560102,125561407,"*","Phf23_1_peak_189",3.27873,10.2085,"Slc35f5","Promoter","TSS"
"126","chr1",127205052,127206648,"*","Phf23_1_peak_190",5.21689,15.68493,"Mgat5","Promoter","TSS"
"127","chr1",130715511,130718078,"*","Phf23_1_peak_194",4.28201,15.80961,"Pfkfb2","Promoter","TSS"
"128","chr1",131096616,131098133,"*","Phf23_1_peak_195",6.6809,36.71587,"Mapkapk2","Promoter","TSS"
"129","chr1",131135429,131136724,"*","Phf23_1_peak_196",2.81542,4.25567,"Dyrk3","Promoter","TSS"
"130","chr1",131137727,131138828,"*","Phf23_1_peak_197",5.98241,27.8984,"Dyrk3","Promoter","TSS"
"131","chr1",131524762,131528994,"*","Phf23_1_peak_199",12.32848,74.84856,"Fam72a","Promoter","TSS"
"132","chr1",133131352,133134766,"*","Phf23_1_peak_204",6.73021,34.66322,"Ppp1r15b","Promoter","TSS"
"133","chr1",134078679,134079623,"*","Phf23_1_peak_206",4.80257,16.68497,"Btg2","Promoter","TSS"
"134","chr1",134093268,134094327,"*","Phf23_1_peak_207",6.19457,22.43307,"Btg2","Intergenic","enhancer"
"135","chr1",134405969,134407133,"*","Phf23_1_peak_209",9.78716,46.99982,"Cyb5r1","Promoter","TSS"
"136","chr1",134415034,134416072,"*","Phf23_1_peak_210",5.39624,24.14311,"Adipor1","Promoter","TSS"
"137","chr1",134556236,134557499,"*","Phf23_1_peak_212",4.41596,19.47536,"Kdm5b","Promoter","TSS"
"138","chr1",134559972,134562152,"*","Phf23_1_peak_213",7.49619,57.82156,"Kdm5b","Promoter","TSS"
"139","chr1",135130096,135134577,"*","Phf23_1_peak_216",3.81024,13.40127,"Ptprv","Promoter","TSS"
"140","chr1",135146094,135148806,"*","Phf23_1_peak_217",5.92702,28.89016,"Arl8a","Promoter","TSS"
"141","chr1",135283254,135284021,"*","Phf23_1_peak_218",3.33614,14.17739,"Rnpep","Promoter","TSS"
"142","chr1",135687044,135689230,"*","Phf23_1_peak_221",3.29159,11.54793,"Csrp1","Exon","Exon"
"143","chr1",135691083,135692277,"*","Phf23_1_peak_222",2.99259,4.9515,"Csrp1","Intergenic","enhancer"
"144","chr1",135719813,135721359,"*","Phf23_1_peak_223",4.96061,13.82758,"Csrp1","Intergenic","enhancer"
"145","chr1",136130293,136132039,"*","Phf23_1_peak_224",5.79815,23.48038,"Kif21b","Promoter","TSS"
"146","chr1",143776650,143778134,"*","Phf23_1_peak_246",5.48189,21.08216,"Trove2","Promoter","TSS"
"147","chr1",149960191,149961578,"*","Phf23_1_peak_247",3.2177,5.18844,"Pla2g4a","Promoter","TSS"
"148","chr1",150392867,150393874,"*","Phf23_1_peak_248",3.43549,10.03594,"Tpr","Promoter","TSS"
"149","chr1",151198548,151199781,"*","Phf23_1_peak_249",2.18691,3.28755,"C730036E19Rik","Intergenic","enhancer"
"150","chr1",151200634,151203080,"*","Phf23_1_peak_250",2.60279,4.50839,"C730036E19Rik","Intergenic","enhancer"
"151","chr1",151343982,151345426,"*","Phf23_1_peak_251",4.72969,28.995,"Ivns1abp","Promoter","TSS"
"152","chr1",151427861,151429255,"*","Phf23_1_peak_252",7.37389,29.09054,"Swt1","Promoter","TSS"
"153","chr1",152089613,152090622,"*","Phf23_1_peak_256",3.58162,11.61045,"1700025G04Rik","Promoter","TSS"
"154","chr1",152765912,152767453,"*","Phf23_1_peak_257",6.4774,39.29205,"Arpc5","Promoter","TSS"
"155","chr1",152901854,152904086,"*","Phf23_1_peak_258",4.57228,19.94471,"Smg7","Promoter","TSS"
"156","chr1",153331786,153334282,"*","Phf23_1_peak_259",7.81061,35.60777,"Lamc1","Promoter","TSS"
"157","chr1",153486189,153488298,"*","Phf23_1_peak_260",5.35297,26.1873,"Dhx9","Promoter","TSS"
"158","chr1",153899966,153900744,"*","Phf23_1_peak_261",2.89868,8.53236,"Glul","Promoter","TSS"
"159","chr1",155098271,155099539,"*","Phf23_1_peak_265",4.17326,22.27449,"Ier5","Promoter","TSS"
"160","chr1",155223295,155224721,"*","Phf23_1_peak_267",4.50284,11.76719,"Stx6","Exon","Exon"
"161","chr1",155812448,155813367,"*","Phf23_1_peak_269",3.91486,13.61745,"Qsox1","Promoter","TSS"
"162","chr1",156035412,156037382,"*","Phf23_1_peak_271",7.64203,30.96799,"Tor1aip1","Promoter","TSS"
"163","chr1",156672859,156674785,"*","Phf23_1_peak_273",7.20749,32.86981,"Tor3a","Promoter","TSS"
"164","chr1",160905863,160907149,"*","Phf23_1_peak_274",4.23444,16.18366,"Rc3h1","Promoter","TSS"
"165","chr1",161034162,161037079,"*","Phf23_1_peak_275",8.55889,44.24848,"Gas5","Promoter","TSS"
"166","chr1",163929211,163931245,"*","Phf23_1_peak_278",5.60851,24.67775,"Scyl3","Promoter","TSS"
"167","chr1",164306916,164308214,"*","Phf23_1_peak_279",4.43436,11.25005,"Nme7","Promoter","TSS"
"168","chr1",165459369,165461775,"*","Phf23_1_peak_280",6.465,35.68481,"Mpc2","Promoter","TSS"
"169","chr1",165633123,165635380,"*","Phf23_1_peak_281",7.19758,39.09069,"Mpzl1","Promoter","TSS"
"170","chr1",165641747,165643142,"*","Phf23_1_peak_282",6.8376,25.4351,"Mpzl1","Exon","Exon"
"171","chr1",165700797,165701587,"*","Phf23_1_peak_283",3.95266,8.67625,"Rcsd1","Intron","Intron"
"172","chr1",165707615,165708425,"*","Phf23_1_peak_284",6.30385,29.2668,"Rcsd1","Promoter","TSS"
"173","chr1",165762340,165765318,"*","Phf23_1_peak_285",6.76858,27.49596,"Creg1","Promoter","TSS"
"174","chr1",165844603,165845460,"*","Phf23_1_peak_286",3.36904,7.77535,"Pou2f1","Intron","Intron"
"175","chr1",166001350,166003388,"*","Phf23_1_peak_287",12.60264,70.30717,"Pou2f1","Promoter","TSS"
"176","chr1",167283797,167285061,"*","Phf23_1_peak_289",5.05973,20.83821,"Uck2","Promoter","TSS"
"177","chr1",167308059,167309116,"*","Phf23_1_peak_290",5.15735,19.09437,"Tmco1","Promoter","TSS"
"178","chr1",167393477,167394348,"*","Phf23_1_peak_291",3.507,8.2517,"Mgst3","Promoter","TSS"
"179","chr1",169530388,169531433,"*","Phf23_1_peak_292",6.30132,21.92681,"Nuf2","Promoter","TSS"
"180","chr1",170215033,170255781,"*","Phf23_1_peak_295",8.23242,67.99836,"Uhmk1","Promoter","TSS"
"181","chr1",171066979,171070471,"*","Phf23_1_peak_296",1.74933,3.94521,"Mir6546","Promoter","TSS"
"182","chr1",171071709,171079627,"*","Phf23_1_peak_297",1.45592,2.45074,"Mir6546","Exon","Exon"
"183","chr1",171150050,171151068,"*","Phf23_1_peak_298",3.90057,10.35878,"Mpz","Promoter","TSS"
"184","chr1",171220680,171222935,"*","Phf23_1_peak_299",5.69499,21.09969,"Apoa2","Promoter","TSS"
"185","chr1",171246576,171249318,"*","Phf23_1_peak_301",3.68597,7.88204,"Ndufs2","Promoter","TSS"
"186","chr1",171256359,171259005,"*","Phf23_1_peak_302",3.057,5.1456,"Adamts4","Exon","Exon"
"187","chr1",171269687,171270906,"*","Phf23_1_peak_303",4.50637,17.73234,"B4galt3","Promoter","TSS"
"188","chr1",171280412,171282247,"*","Phf23_1_peak_304",5.01925,15.75062,"Ppox","Promoter","TSS"
"189","chr1",171287606,171288623,"*","Phf23_1_peak_305",4.56678,23.43342,"Usp21","Promoter","TSS"
"190","chr1",171326668,171330382,"*","Phf23_1_peak_306",6.63292,37.39243,"Dedd","Promoter","TSS"
"191","chr1",171331748,171332606,"*","Phf23_1_peak_307",2.81548,3.59121,"Dedd","Promoter","TSS"
"192","chr1",171344579,171347465,"*","Phf23_1_peak_308",7.38857,45.34962,"Pfdn2","Promoter","TSS"
"193","chr1",171368104,171371025,"*","Phf23_1_peak_311",3.88805,8.21676,"Nectin4","Promoter","TSS"
"194","chr1",171372943,171376455,"*","Phf23_1_peak_312",3.2177,5.18844,"Nectin4","Promoter","TSS"
"195","chr1",171379381,171380803,"*","Phf23_1_peak_313",2.35091,3.22668,"Arhgap30","Exon","Exon"
"196","chr1",171383467,171390760,"*","Phf23_1_peak_314",5.19449,25.40841,"Arhgap30","Promoter","TSS"
"197","chr1",171396029,171397162,"*","Phf23_1_peak_315",2.64359,3.3067,"Arhgap30","Intron","Intron"
"198","chr1",171398446,171399436,"*","Phf23_1_peak_316",2.2734,2.17561,"Arhgap30","Intron","Intron"
"199","chr1",171400487,171402150,"*","Phf23_1_peak_317",2.54734,2.62442,"Usf1","Exon","Exon"
"200","chr1",171403037,171407737,"*","Phf23_1_peak_318",3.08363,4.636,"Usf1","Exon","Exon"
"201","chr1",171408863,171410099,"*","Phf23_1_peak_319",3.35177,5.76154,"Usf1","Promoter","TSS"
"202","chr1",171411084,171414000,"*","Phf23_1_peak_320",8.59971,53.1924,"Usf1","Promoter","TSS"
"203","chr1",171476564,171479760,"*","Phf23_1_peak_327",2.95179,5.18844,"Alyref2","Intergenic","enhancer"
"204","chr1",171481089,171490983,"*","Phf23_1_peak_328",2.68141,3.09768,"Alyref2","Intergenic","enhancer"
"205","chr1",172082240,172083183,"*","Phf23_1_peak_330",4.1129,13.07824,"Copa","Promoter","TSS"
"206","chr1",172147731,172149096,"*","Phf23_1_peak_332",8.98273,40.7868,"Dcaf8","Promoter","TSS"
"207","chr1",172309484,172313238,"*","Phf23_1_peak_333",4.8229,21.14928,"Igsf8","Promoter","TSS"
"208","chr1",172499637,172502309,"*","Phf23_1_peak_334",3.7591,16.47807,"Tagln2","Promoter","TSS"
"209","chr1",172513421,172515195,"*","Phf23_1_peak_335",5.84915,20.04066,"Cfap45","Intergenic","enhancer"
"210","chr1",173799611,173804613,"*","Phf23_1_peak_337",1.98159,2.2007,"Ifi204","Intron","Intron"
"211","chr1",173805631,173949338,"*","Phf23_1_peak_338",6.97167,26.3363,"Mndal","Promoter","TSS"
"212","chr1",173954370,173955419,"*","Phf23_1_peak_339",2.68141,3.09768,"Ifi203","Intergenic","enhancer"
"213","chr1",176813478,176815146,"*","Phf23_1_peak_340",12.46857,69.14738,"Sdccag8","Promoter","TSS"
"214","chr1",177257135,177259258,"*","Phf23_1_peak_341",5.60851,24.67775,"Akt3","Intergenic","enhancer"
"215","chr1",178318344,178319259,"*","Phf23_1_peak_343",4.02212,8.86651,"Cox20","Promoter","TSS"
"216","chr1",178335835,178338175,"*","Phf23_1_peak_344",5.54062,29.80034,"Hnrnpu","Promoter","TSS"
"217","chr1",178405813,178406835,"*","Phf23_1_peak_345",5.89911,19.38904,"Efcab2","Promoter","TSS"
"218","chr1",179545041,179546915,"*","Phf23_1_peak_346",8.58052,37.76655,"Tfb2m","Promoter","TSS"
"219","chr1",179667874,179668694,"*","Phf23_1_peak_347",5.51503,23.89907,"Sccpdh","Promoter","TSS"
"220","chr1",179802775,179804305,"*","Phf23_1_peak_348",7.50796,30.02548,"Ahctf1","Promoter","TSS"
"221","chr1",180568981,180569929,"*","Phf23_1_peak_350",3.43549,10.03594,"Parp1","Promoter","TSS"
"222","chr1",180640663,180641919,"*","Phf23_1_peak_351",9.25088,42.83229,"Lin9","Promoter","TSS"
"223","chr1",180725616,180726670,"*","Phf23_1_peak_352",4.54927,25.87297,"Acbd3","Promoter","TSS"
"224","chr1",180767920,180768884,"*","Phf23_1_peak_353",3.04819,7.76254,"Acbd3","Intergenic","enhancer"
"225","chr1",180770516,180771818,"*","Phf23_1_peak_354",3.35597,7.07455,"H3f3a","Intergenic","enhancer"
"226","chr1",180803538,180810187,"*","Phf23_1_peak_355",2.51476,4.46333,"H3f3a","Exon","Exon"
"227","chr1",180811189,180814400,"*","Phf23_1_peak_356",7.63129,35.95277,"H3f3a","Promoter","TSS"
"228","chr1",180941450,180942991,"*","Phf23_1_peak_359",3.15193,6.60444,"Tmem63a","Promoter","TSS"
"229","chr1",181210150,181212621,"*","Phf23_1_peak_360",6.82368,35.53698,"Wdr26","Promoter","TSS"
"230","chr1",181230782,181232804,"*","Phf23_1_peak_361",5.293,18.5091,"Wdr26","Intergenic","enhancer"
"231","chr1",181255987,181257376,"*","Phf23_1_peak_362",3.38429,6.5092,"Wdr26","Intergenic","enhancer"
"232","chr1",181841673,181842980,"*","Phf23_1_peak_364",9.06506,45.60795,"Lbr","Promoter","TSS"
"233","chr1",181852661,181853474,"*","Phf23_1_peak_365",2.53822,2.88672,"Lbr","Intergenic","enhancer"
"234","chr1",181880767,181881603,"*","Phf23_1_peak_366",3.07354,5.18844,"Lbr","Intergenic","enhancer"
"235","chr1",182094729,182095830,"*","Phf23_1_peak_367",2.82185,4.10396,"Srp9","Intergenic","enhancer"
"236","chr1",182109324,182112886,"*","Phf23_1_peak_368",4.84716,15.49814,"Srp9","Intergenic","enhancer"
"237","chr1",182408524,182409695,"*","Phf23_1_peak_370",10.45751,52.33983,"Trp53bp2","Promoter","TSS"
"238","chr1",183345050,183345867,"*","Phf23_1_peak_371",8.22104,41.32082,"Mia3","Promoter","TSS"
"239","chr1",184033186,184034848,"*","Phf23_1_peak_373",7.4457,41.17656,"Dusp10","Promoter","TSS"
"240","chr1",185328713,185329804,"*","Phf23_1_peak_376",6.53178,27.53559,"Iars2","Promoter","TSS"
"241","chr1",185362566,185364537,"*","Phf23_1_peak_377",7.43089,43.58164,"Eprs","Promoter","TSS"
"242","chr1",191317146,191318521,"*","Phf23_1_peak_384",5.9687,23.31088,"Nenf","Promoter","TSS"
