"","seqnames","start","end","width","strand","fold_change","negative_log10(pvalue)","SYMBOL","annotation","annotation_TSS"
"114","chr1",86225037,86230179,"*","H3K27ac_1_peak_173",5.44995,22.79512,"Armc9","Intron","Intron"
"115","chr1",86232244,86233401,"*","H3K27ac_1_peak_174",4.07032,10.59905,"B3gnt7","Intron","Intron"
"116","chr1",86234067,86236760,"*","H3K27ac_1_peak_175",5.36761,15.33865,"B3gnt7","Intron","Intron"
"117","chr1",86238524,86244817,"*","H3K27ac_1_peak_176",4.06777,8.37703,"B3gnt7","Exon","Exon"
"118","chr1",86245752,86247420,"*","H3K27ac_1_peak_177",3.04426,5.4247,"B3gnt7","Exon","Exon"
"119","chr1",86248070,86248783,"*","H3K27ac_1_peak_178",3.17757,4.45864,"B3gnt7","Intron","Intron"
"120","chr1",86250592,86251290,"*","H3K27ac_1_peak_179",3.15161,5.5602,"B3gnt7","Intron","Intron"
"121","chr1",86255962,86256590,"*","H3K27ac_1_peak_180",2.56798,3.07054,"B3gnt7","Intron","Intron"
"122","chr1",86258235,86264436,"*","H3K27ac_1_peak_181",5.60286,19.91607,"B3gnt7","Exon","Exon"
"123","chr1",86274449,86275307,"*","H3K27ac_1_peak_182",2.77201,3.6124,"B3gnt7","Exon","Exon"
"124","chr1",86281626,86283176,"*","H3K27ac_1_peak_183",3.84331,6.98923,"B3gnt7","Intergenic","enhancer"
"125","chr1",86296602,86305369,"*","H3K27ac_1_peak_184",5.84183,16.71652,"B3gnt7","Promoter","TSS"
"126","chr1",86306040,86308522,"*","H3K27ac_1_peak_185",3.15523,6.7491,"B3gnt7","Promoter","TSS"
"127","chr1",86358036,86360411,"*","H3K27ac_1_peak_186",10.32873,62.34385,"Ncl","Promoter","TSS"
"128","chr1",86441137,86443235,"*","H3K27ac_1_peak_187",5.03413,21.71544,"Tex44","Intergenic","enhancer"
"129","chr1",86491215,86492877,"*","H3K27ac_1_peak_188",3.93329,8.01577,"Ptma","Intergenic","enhancer"
"130","chr1",86502340,86504874,"*","H3K27ac_1_peak_189",5.20096,17.73023,"Ptma","Intergenic","enhancer"
"131","chr1",86507543,86508596,"*","H3K27ac_1_peak_190",3.25482,5.85277,"Ptma","Intergenic","enhancer"
"132","chr1",86514597,86515241,"*","H3K27ac_1_peak_191",3.61253,6.6355,"Ptma","Intergenic","enhancer"
"133","chr1",86524389,86529542,"*","H3K27ac_1_peak_192",7.72345,58.09787,"Ptma","Promoter","TSS"
"134","chr1",87213366,87214800,"*","H3K27ac_1_peak_196",13.00322,72.33719,"Eif4e2","Promoter","TSS"
"135","chr1",87619609,87621064,"*","H3K27ac_1_peak_198",7.07169,23.77347,"Inpp5d","Promoter","TSS"
"136","chr1",87621868,87622535,"*","H3K27ac_1_peak_199",2.1991,2.17588,"Inpp5d","Promoter","TSS"
"137","chr1",87623480,87624136,"*","H3K27ac_1_peak_200",3.05082,4.14243,"Inpp5d","Intron","Intron"
"138","chr1",87637380,87638139,"*","H3K27ac_1_peak_201",2.61207,3.34088,"Inpp5d","Intron","Intron"
"139","chr1",87649658,87650303,"*","H3K27ac_1_peak_202",2.14326,2.11073,"Inpp5d","Intron","Intron"
"140","chr1",87960308,87961544,"*","H3K27ac_1_peak_204",4.52219,17.40881,"Usp40","Intron","Intron"
"141","chr1",91178374,91180337,"*","H3K27ac_1_peak_211",6.14929,18.41534,"Ramp1","Promoter","TSS"
"142","chr1",91181918,91182734,"*","H3K27ac_1_peak_212",2.29471,2.5564,"Ramp1","Promoter","TSS"
"143","chr1",91183862,91184974,"*","H3K27ac_1_peak_213",3.55878,6.48631,"Ramp1","Intron","Intron"
"144","chr1",91185882,91187370,"*","H3K27ac_1_peak_214",3.05962,6.22897,"Ramp1","Intron","Intron"
"145","chr1",91188105,91190880,"*","H3K27ac_1_peak_215",6.70693,24.04627,"Ramp1","Intron","Intron"
"146","chr1",91191917,91195821,"*","H3K27ac_1_peak_216",3.84257,10.09015,"Ramp1","Intron","Intron"
"147","chr1",91397842,91399227,"*","H3K27ac_1_peak_220",4.13149,11.37028,"Ilkap","Promoter","TSS"
"148","chr1",91412237,91413797,"*","H3K27ac_1_peak_221",2.35327,4.03289,"Hes6","Promoter","TSS"
"149","chr1",91539836,91541099,"*","H3K27ac_1_peak_223",4.09556,14.05581,"Asb1","Promoter","TSS"
"150","chr1",92641267,92642376,"*","H3K27ac_1_peak_228",4.61197,10.43801,"Cops9","Promoter","TSS"
"151","chr1",93342488,93344145,"*","H3K27ac_1_peak_230",5.92203,20.61521,"Pask","Promoter","TSS"
"152","chr1",93445044,93446059,"*","H3K27ac_1_peak_231",8.45528,32.43433,"Hdlbp","Promoter","TSS"
"153","chr1",93477949,93480110,"*","H3K27ac_1_peak_232",9.37767,38.57008,"Hdlbp","Promoter","TSS"
"154","chr1",93635209,93636363,"*","H3K27ac_1_peak_233",4.01024,13.41454,"Stk25","Promoter","TSS"
"155","chr1",93753919,93755372,"*","H3K27ac_1_peak_234",4.2734,13.03331,"Atg4b","Promoter","TSS"
"156","chr1",93801534,93802357,"*","H3K27ac_1_peak_235",5.06749,19.73383,"Dtymk","Promoter","TSS"
"157","chr1",93803469,93804698,"*","H3K27ac_1_peak_236",7.62766,29.36667,"Ing5","Promoter","TSS"
"158","chr1",93883729,93983303,"*","H3K27ac_1_peak_242",6.02362,27.60723,"Gal3st2b","Promoter","TSS"
"159","chr1",93984086,93985476,"*","H3K27ac_1_peak_243",2.34458,2.95042,"Gal3st2c","Intergenic","enhancer"
"160","chr1",93990395,93992016,"*","H3K27ac_1_peak_244",3.04019,4.30597,"Gal3st2c","Promoter","TSS"
"161","chr1",95313680,95314410,"*","H3K27ac_1_peak_246",4.57865,15.09624,"Fam174a","Promoter","TSS"
"162","chr1",95467893,95468697,"*","H3K27ac_1_peak_247",3.99704,7.6461,"Fam174a","Intergenic","enhancer"
"163","chr1",95664844,95665728,"*","H3K27ac_1_peak_248",3.03488,5.03304,"St8sia4","Promoter","TSS"
"164","chr1",95666760,95667423,"*","H3K27ac_1_peak_249",2.76027,3.10749,"St8sia4","Promoter","TSS"
"165","chr1",97649909,97650710,"*","H3K27ac_1_peak_250",3.07465,4.00953,"D1Ertd622e","Intron","Intron"
"166","chr1",98095033,98096036,"*","H3K27ac_1_peak_251",7.22542,24.69941,"Pam","Promoter","TSS"
"167","chr1",105663327,105664421,"*","H3K27ac_1_peak_252",3.88646,13.14518,"Relch","Promoter","TSS"
"168","chr1",105788709,105790051,"*","H3K27ac_1_peak_253",3.38211,5.13975,"Tnfrsf11a","Intron","Intron"
"169","chr1",105805435,105806423,"*","H3K27ac_1_peak_254",5.08471,13.42954,"Tnfrsf11a","Intron","Intron"
"170","chr1",105991141,105991966,"*","H3K27ac_1_peak_255",3.89496,7.38783,"Zcchc2","Promoter","TSS"
"171","chr1",106171778,106172870,"*","H3K27ac_1_peak_257",3.68957,6.35049,"Phlpp1","Promoter","TSS"
"172","chr1",106513643,106519601,"*","H3K27ac_1_peak_258",5.41057,23.76537,"Mir3473f","Intergenic","enhancer"
"173","chr1",106523946,106524736,"*","H3K27ac_1_peak_259",2.86348,4.53498,"Mir3473f","Intergenic","enhancer"
"174","chr1",106541909,106542892,"*","H3K27ac_1_peak_260",3.60923,9.72818,"Mir3473f","Exon","Exon"
"175","chr1",106547863,106548834,"*","H3K27ac_1_peak_261",2.77508,3.95059,"Mir3473f","Promoter","TSS"
"176","chr1",106549471,106550665,"*","H3K27ac_1_peak_262",2.52493,3.77783,"Mir3473f","Promoter","TSS"
"177","chr1",106608686,106612670,"*","H3K27ac_1_peak_263",6.41994,25.7446,"Mir3473f","Intron","Intron"
"178","chr1",106613405,106614219,"*","H3K27ac_1_peak_264",3.34646,7.8414,"Mir3473f","Intron","Intron"
"179","chr1",106615654,106616999,"*","H3K27ac_1_peak_265",2.82681,4.42243,"Mir3473f","Intron","Intron"
"180","chr1",106713715,106714826,"*","H3K27ac_1_peak_266",7.3932,35.48082,"Bcl2","Promoter","TSS"
"181","chr1",106796105,106797296,"*","H3K27ac_1_peak_267",6.16277,35.42378,"Vps4b","Promoter","TSS"
"182","chr1",118321160,118323195,"*","H3K27ac_1_peak_268",9.13818,37.83815,"Nifk","Promoter","TSS"
"183","chr1",118388507,118390071,"*","H3K27ac_1_peak_269",4.55488,20.42249,"Clasp1","Promoter","TSS"
"184","chr1",118980352,118982938,"*","H3K27ac_1_peak_270",6.76422,21.9479,"Mir6346","Intron","Intron"
"185","chr1",119095975,119097959,"*","H3K27ac_1_peak_271",4.5357,11.17623,"Gli2","Intergenic","enhancer"
"186","chr1",119119652,119121275,"*","H3K27ac_1_peak_272",3.65402,7.47413,"Gli2","Intergenic","enhancer"
"187","chr1",119123585,119127153,"*","H3K27ac_1_peak_273",6.61049,21.04856,"Gli2","Intergenic","enhancer"
"188","chr1",119129609,119132128,"*","H3K27ac_1_peak_274",3.68957,6.35049,"Gli2","Intergenic","enhancer"
"189","chr1",119134176,119135216,"*","H3K27ac_1_peak_275",2.76718,2.96142,"Gli2","Intergenic","enhancer"
"190","chr1",119135969,119136677,"*","H3K27ac_1_peak_276",2.90555,3.61502,"Gli2","Intergenic","enhancer"
"191","chr1",119525736,119527089,"*","H3K27ac_1_peak_278",7.80193,31.44077,"Tmem185b","Promoter","TSS"
"192","chr1",120098855,120100919,"*","H3K27ac_1_peak_284",4.45824,9.71709,"Dbi","Intergenic","enhancer"
"193","chr1",120103175,120103908,"*","H3K27ac_1_peak_285",2.61345,2.4738,"Dbi","Intergenic","enhancer"
"194","chr1",120118956,120123819,"*","H3K27ac_1_peak_286",2.56491,6.01374,"Dbi","Promoter","TSS"
"195","chr1",125434196,125435575,"*","H3K27ac_1_peak_289",10.85554,63.17963,"Actr3","Promoter","TSS"
"196","chr1",125560096,125561417,"*","H3K27ac_1_peak_290",3.44044,11.34015,"Slc35f5","Promoter","TSS"
"197","chr1",127135232,127136286,"*","H3K27ac_1_peak_291",4.61197,10.43801,"Mgat5","Intergenic","enhancer"
"198","chr1",127205095,127206660,"*","H3K27ac_1_peak_292",3.02402,4.62182,"Mgat5","Promoter","TSS"
"199","chr1",127217779,127218596,"*","H3K27ac_1_peak_293",3.4219,5.89447,"Mgat5","Intron","Intron"
"200","chr1",128065985,128066747,"*","H3K27ac_1_peak_294",3.01127,4.2301,"Zranb3","Intron","Intron"
"201","chr1",128102195,128104552,"*","H3K27ac_1_peak_295",3.11462,12.68797,"Zranb3","Promoter","TSS"
"202","chr1",128387377,128388364,"*","H3K27ac_1_peak_297",2.76718,2.96142,"Dars","Intron","Intron"
"203","chr1",128401063,128402197,"*","H3K27ac_1_peak_298",2.82681,4.42243,"Dars","Intron","Intron"
"204","chr1",128413830,128415197,"*","H3K27ac_1_peak_299",2.76718,2.96142,"Dars","Promoter","TSS"
"205","chr1",128416545,128417969,"*","H3K27ac_1_peak_300",10.91499,49.34684,"Dars","Promoter","TSS"
"206","chr1",128419693,128421491,"*","H3K27ac_1_peak_301",2.64601,3.13308,"Dars","Promoter","TSS"
"207","chr1",128425284,128426424,"*","H3K27ac_1_peak_302",2.92091,3.475,"Dars","Intergenic","enhancer"
"208","chr1",128435844,128436614,"*","H3K27ac_1_peak_303",3.27602,5.72163,"Dars","Intergenic","enhancer"
"209","chr1",128442486,128443375,"*","H3K27ac_1_peak_304",2.92091,3.475,"Dars","Intergenic","enhancer"
"210","chr1",128444422,128445675,"*","H3K27ac_1_peak_305",3.99704,7.6461,"Dars","Intergenic","enhancer"
"211","chr1",128613666,128615035,"*","H3K27ac_1_peak_306",5.07317,12.68797,"Cxcr4","Intergenic","enhancer"
"212","chr1",128616160,128616816,"*","H3K27ac_1_peak_307",2.74719,4.34055,"Cxcr4","Intergenic","enhancer"
"213","chr1",128619356,128620537,"*","H3K27ac_1_peak_308",2.50064,3.02172,"Cxcr4","Intergenic","enhancer"
"214","chr1",130715518,130718067,"*","H3K27ac_1_peak_309",3.44207,8.40606,"Pfkfb2","Promoter","TSS"
"215","chr1",130740698,130743378,"*","H3K27ac_1_peak_310",5.32756,14.11804,"AA986860","Promoter","TSS"
"216","chr1",131092703,131093471,"*","H3K27ac_1_peak_311",2.79909,3.85222,"Mapkapk2","Intron","Intron"
"217","chr1",131096603,131098268,"*","H3K27ac_1_peak_312",4.77377,24.53619,"Mapkapk2","Promoter","TSS"
"218","chr1",131199144,131200068,"*","H3K27ac_1_peak_313",5.09341,13.09968,"Rassf5","Promoter","TSS"
"219","chr1",131525621,131527326,"*","H3K27ac_1_peak_314",5.60784,17.98535,"Srgap2","Promoter","TSS"
"220","chr1",131827518,131828399,"*","H3K27ac_1_peak_316",4.98564,17.99705,"Slc41a1","Promoter","TSS"
"221","chr1",132007216,132008621,"*","H3K27ac_1_peak_319",11.59449,69.2883,"Elk4","Promoter","TSS"
"222","chr1",132138762,132139608,"*","H3K27ac_1_peak_321",3.2479,6.4462,"Cdk18","Promoter","TSS"
"223","chr1",132149281,132151874,"*","H3K27ac_1_peak_322",4.38003,10.41775,"Cdk18","Intergenic","enhancer"
"224","chr1",133019689,133022238,"*","H3K27ac_1_peak_324",4.15077,8.31958,"Mdm4","Intron","Intron"
"225","chr1",133023648,133027635,"*","H3K27ac_1_peak_325",4.32845,15.03967,"Mdm4","Promoter","TSS"
"226","chr1",133029270,133030303,"*","H3K27ac_1_peak_326",3.4219,5.89447,"Mdm4","Promoter","TSS"
"227","chr1",133131381,133133434,"*","H3K27ac_1_peak_327",6.51185,30.07681,"Ppp1r15b","Promoter","TSS"
"228","chr1",133158706,133159431,"*","H3K27ac_1_peak_328",4.67315,11.89935,"Ppp1r15b","Intergenic","enhancer"
"229","chr1",134078570,134080167,"*","H3K27ac_1_peak_330",3.72891,10.18777,"Btg2","Promoter","TSS"
"230","chr1",134091541,134099742,"*","H3K27ac_1_peak_331",7.11859,25.33499,"Chit1","Intergenic","enhancer"
"231","chr1",134406028,134407114,"*","H3K27ac_1_peak_333",10.53946,51.92769,"Cyb5r1","Promoter","TSS"
"232","chr1",134414996,134416071,"*","H3K27ac_1_peak_334",3.34646,7.8414,"Adipor1","Promoter","TSS"
"233","chr1",134494221,134496291,"*","H3K27ac_1_peak_335",5.38063,14.26071,"Rabif","Promoter","TSS"
"234","chr1",134502228,134503267,"*","H3K27ac_1_peak_336",2.45125,2.63087,"Rabif","Intron","Intron"
